Date,Close/Last,Volume,Open,High,Low
05/09/2022,$169.50,64445450,$180.34,$182.55,$168.27
05/06/2022,$186.75,63329670,$187.36,$195.12,$179.90
05/05/2022,$188.44,62633140,$198.67,$199.25,$185.00
05/04/2022,$203.34,64885460,$199.23,$204.00,$187.51
05/03/2022,$196.02,47575080,$194.00,$198.25,$191.33
05/02/2022,$195.33,57204870,$185.405,$195.74,$183.91
04/29/2022,$185.47,50043490,$194.02,$201.2848,$185.17
04/28/2022,$197.82,57032670,$189.67,$200.37,$184.8957
04/27/2022,$184.15,49946020,$185.98,$191.67,$182.90
04/26/2022,$187.88,65314250,$197.18,$197.88,$186.70
04/25/2022,$199.02,64156560,$192.02,$199.45,$190.96
04/22/2022,$195.15,62471340,$203.03,$204.86,$195.00
04/21/2022,$201.83,65620940,$217.092,$223.92,$200.00
04/20/2022,$214.82,46897440,$225.171,$226.7037,$212.00
04/19/2022,$221.98,51278060,$217.20,$223.73,$213.14
04/18/2022,$217.83,52570060,$212.00,$220.88,$210.79
04/14/2022,$212.58,56909690,$225.05,$227.77,$211.63
04/13/2022,$222.03,51694340,$217.28,$225.00,$214.55
04/12/2022,$215.04,66225810,$225.37,$227.25,$212.8204
04/11/2022,$219.17,57520680,$222.14,$223.1994,$216.60
04/08/2022,$231.19,52478060,$239.17,$239.23,$230.6201
04/07/2022,$242.08,55799240,$244.41,$247.22,$234.78
04/06/2022,$244.07,70383260,$249.34,$253.00,$240.03
04/05/2022,$259.31,43661470,$272.54,$273.19,$258.20
04/04/2022,$273.60,39770780,$267.28,$275.58,$266.13
04/01/2022,$267.12,51723510,$273.75,$274.96,$262.67
03/31/2022,$272.86,52344020,$277.82,$282.48,$272.70
03/30/2022,$276.90,46348710,$283.04,$284.955,$275.03
03/29/2022,$286.56,48898440,$286.945,$289.46,$279.80
03/28/2022,$282.19,42549390,$277.555,$282.50,$272.06
03/25/2022,$276.92,57901620,$278.86,$283.58,$272.71
03/24/2022,$281.50,87737910,$261.66,$283.1999,$259.07
03/23/2022,$256.34,50211990,$261.26,$266.115,$255.7501
03/22/2022,$265.24,54700710,$267.27,$272.38,$260.72
03/21/2022,$267.34,59172710,$265.07,$271.5199,$259.67
03/18/2022,$264.53,73071860,$247.99,$265.6899,$246.24
03/17/2022,$247.66,47194120,$241.20,$248.42,$239.06
03/16/2022,$244.96,67142170,$235.00,$245.97,$231.72
03/15/2022,$229.73,49199570,$215.18,$230.38,$213.2201
03/14/2022,$213.30,38535420,$218.69,$222.62,$211.5901
03/11/2022,$221.00,36720860,$230.22,$231.45,$220.46
03/10/2022,$226.58,42806570,$225.31,$227.88,$218.82
03/09/2022,$230.14,49274200,$223.87,$232.20,$222.47
03/08/2022,$215.14,55746720,$213.09,$223.7299,$206.50
03/07/2022,$213.52,45082090,$228.17,$230.33,$213.30
03/04/2022,$229.36,43201070,$233.84,$236.80,$224.82
03/03/2022,$237.14,36509500,$242.615,$243.2599,$234.69
03/02/2022,$242.20,38964190,$237.56,$244.09,$234.15
03/01/2022,$234.77,41205600,$242.91,$243.77,$231.32
02/28/2022,$243.85,47731860,$239.92,$246.65,$237.0701
02/25/2022,$241.57,52886550,$237.21,$242.17,$233.81
02/24/2022,$237.48,73580060,$210.15,$238.00,$208.90
02/23/2022,$223.87,56651080,$238.02,$241.5499,$223.01
02/22/2022,$233.90,63342240,$230.35,$240.6399,$230.00
02/18/2022,$236.42,76125490,$246.675,$249.86,$231.00
02/17/2022,$245.07,81059510,$256.30,$257.85,$241.65
02/16/2022,$265.11,73267630,$262.59,$265.82,$255.52
02/15/2022,$264.95,70175280,$249.49,$265.45,$247.84
02/14/2022,$242.67,44042440,$239.34,$248.75,$237.55
02/11/2022,$239.49,60547200,$259.16,$261.52,$237.73
02/10/2022,$258.24,51319970,$259.95,$269.2499,$256.00
02/09/2022,$267.05,52428170,$256.22,$267.25,$253.53
02/08/2022,$251.08,41035860,$243.59,$252.30,$239.80
02/07/2022,$247.28,37686750,$243.72,$251.82,$242.02
02/04/2022,$243.19,35482850,$239.72,$246.35,$236.32
02/03/2022,$239.48,41017780,$244.58,$250.77,$237.80
02/02/2022,$252.42,54341940,$257.94,$258.17,$245.5301
02/01/2022,$246.38,51892520,$251.04,$251.45,$238.9001
01/31/2022,$244.86,56467970,$231.82,$245.09,$230.52
01/28/2022,$228.40,54377430,$220.122,$228.58,$212.96
01/27/2022,$219.44,57335270,$235.68,$239.95,$216.75
01/26/2022,$227.72,75595870,$232.40,$240.57,$223.00
01/25/2022,$223.24,66461640,$225.46,$229.43,$220.00
01/24/2022,$233.72,91581060,$223.30,$233.80,$208.88
01/21/2022,$233.74,71895780,$235.07,$248.23,$232.63
01/20/2022,$241.50,43518070,$253.04,$255.7904,$240.78
01/19/2022,$250.67,48831450,$260.79,$265.4317,$250.52
01/18/2022,$259.03,42530620,$262.60,$266.38,$257.70
01/14/2022,$269.42,39583240,$263.00,$271.969,$262.1001
01/13/2022,$265.75,53886810,$283.79,$284.80,$264.98
01/12/2022,$279.99,38341350,$280.665,$285.95,$276.08
01/11/2022,$278.17,40408930,$273.225,$280.65,$268.39
01/10/2022,$274.00,59468100,$265.81,$274.69,$256.4384
01/07/2022,$272.47,40993850,$281.41,$284.22,$270.57
01/06/2022,$281.78,45418640,$276.40,$284.3799,$270.65
01/05/2022,$276.04,49806390,$289.49,$294.16,$275.33
01/04/2022,$292.90,52715440,$302.77,$304.68,$283.49
01/03/2022,$301.21,39240290,$298.15,$307.11,$297.85
12/31/2021,$294.11,26652990,$296.74,$300.30,$293.3057
12/30/2021,$295.86,30886420,$298.27,$304.57,$295.40
12/29/2021,$300.01,34313930,$302.725,$305.48,$293.66
12/28/2021,$303.22,42059120,$313.12,$313.30,$300.1181
12/27/2021,$309.45,40368590,$296.60,$310.865,$296.40
12/23/2021,$296.40,34302170,$297.55,$300.59,$294.3101
12/22/2021,$294.00,39518440,$288.91,$295.55,$284.49
12/21/2021,$290.75,52438490,$283.74,$291.20,$274.01
12/20/2021,$277.19,46184680,$273.05,$281.44,$271.45
12/17/2021,$278.01,71662240,$279.85,$289.22,$277.60
12/16/2021,$283.87,70736600,$311.52,$311.60,$280.93
12/15/2021,$304.59,69829690,$284.00,$305.00,$278.38
12/14/2021,$283.37,66703540,$276.99,$286.78,$272.50
12/13/2021,$281.61,59834370,$302.49,$302.94,$281.16
12/10/2021,$301.98,48882510,$311.50,$313.05,$298.61
12/09/2021,$304.90,48850720,$317.34,$322.05,$304.28
12/08/2021,$318.26,47555150,$319.99,$322.90,$314.2101
12/07/2021,$324.27,59305350,$309.57,$324.49,$306.51
12/06/2021,$300.37,65893850,$298.80,$302.41,$280.38
12/03/2021,$306.93,54432510,$320.00,$321.29,$301.30
12/02/2021,$321.26,47289030,$312.14,$324.7799,$310.25
12/01/2021,$314.35,48580200,$332.1947,$332.8934,$313.80
11/30/2021,$326.76,62206650,$331.69,$333.53,$318.6401
11/29/2021,$333.76,45496400,$323.66,$334.12,$320.36
11/26/2021,$315.03,28306890,$326.00,$327.10,$313.50
11/24/2021,$326.74,43516230,$314.61,$328.55,$309.28
11/23/2021,$317.46,53216270,$315.35,$323.60,$308.80
11/22/2021,$319.56,75433520,$335.17,$346.47,$319.00
11/19/2021,$329.85,53386670,$322.43,$330.88,$319.05
11/18/2021,$316.75,78171080,$323.67,$327.60,$313.21
11/17/2021,$292.61,42850800,$304.18,$305.09,$288.00
11/16/2021,$302.03,26448370,$297.59,$303.90,$297.0587
11/15/2021,$300.25,38490900,$305.52,$306.44,$292.47
11/12/2021,$303.90,41305430,$300.10,$306.80,$296.30
11/11/2021,$303.90,33217210,$304.68,$305.90,$297.7701
11/10/2021,$294.59,63620570,$293.56,$308.50,$287.78
11/09/2021,$306.57,64674620,$322.82,$323.10,$299.64
11/08/2021,$308.04,50310090,$301.49,$311.00,$299.07
11/05/2021,$297.52,85126020,$301.87,$314.00,$294.10
11/04/2021,$298.01,115363100,$272.29,$313.65,$271.18
11/03/2021,$265.98,23991030,$266.70,$267.84,$262.35
11/02/2021,$264.01,29411240,$258.22,$266.78,$258.00
11/01/2021,$258.27,26573980,$256.49,$258.94,$252.27
10/29/2021,$255.67,29250280,$250.005,$257.09,$250.00
10/28/2021,$249.41,23420430,$248.78,$249.50,$245.23
10/27/2021,$244.51,24598990,$244.74,$250.90,$242.8201
10/26/2021,$247.17,48589830,$239.89,$252.59,$239.24
10/25/2021,$231.66,23023480,$229.73,$233.5499,$227.70
10/22/2021,$227.26,24938380,$228.23,$231.30,$225.61
10/21/2021,$226.92,18759030,$220.97,$227.11,$220.83
10/20/2021,$221.03,14627590,$223.045,$224.33,$219.82
10/19/2021,$222.90,16147330,$222.76,$223.79,$220.37
10/18/2021,$222.22,18949360,$217.49,$222.91,$216.44
10/15/2021,$218.62,22699400,$218.10,$219.31,$216.62
10/14/2021,$217.46,24358880,$212.88,$217.55,$211.2201
10/13/2021,$209.39,18065190,$209.18,$209.90,$207.13
10/12/2021,$206.71,16213350,$208.275,$210.57,$205.28
10/11/2021,$206.95,16338750,$205.75,$210.63,$205.11
10/08/2021,$208.31,15125790,$211.01,$212.06,$207.75
10/07/2021,$210.75,25691890,$210.92,$213.22,$209.72
10/06/2021,$207.00,29720180,$201.20,$207.20,$200.80
10/05/2021,$204.51,27928170,$199.50,$206.48,$198.54
10/04/2021,$197.32,34563500,$205.04,$205.4179,$195.55
10/01/2021,$207.42,24097800,$207.50,$208.59,$202.03
09/30/2021,$207.16,22100910,$207.684,$210.66,$206.88
09/29/2021,$205.17,21839360,$209.395,$210.17,$204.67
09/28/2021,$206.99,34306900,$212.135,$214.19,$206.51
09/27/2021,$216.60,24521510,$217.104,$217.99,$213.25
09/24/2021,$220.81,21765550,$220.70,$221.49,$218.61
09/23/2021,$224.82,24855490,$221.40,$225.345,$218.90
09/22/2021,$219.41,26872560,$213.655,$219.60,$211.96
09/21/2021,$212.46,20468810,$214.165,$214.25,$209.50
09/20/2021,$211.13,34944050,$211.46,$214.33,$206.62
09/17/2021,$219.00,29450280,$223.00,$223.21,$218.30
09/16/2021,$222.42,15603340,$221.835,$222.77,$219.27
09/15/2021,$223.41,16653800,$223.09,$223.6699,$219.66
09/14/2021,$222.42,19975460,$222.75,$224.10,$220.86
09/13/2021,$221.52,29749990,$226.84,$229.64,$218.58
09/10/2021,$224.78,24837570,$223.483,$226.26,$222.70
09/09/2021,$221.77,19685600,$223.12,$225.38,$221.31
09/08/2021,$223.39,25443420,$225.13,$226.10,$219.77
09/07/2021,$226.62,19810720,$228.33,$228.99,$225.224
09/03/2021,$228.43,28083200,$223.25,$229.86,$222.00
09/02/2021,$223.96,18810960,$225.18,$225.9299,$222.945
09/01/2021,$224.41,20176700,$224.85,$226.97,$223.565
08/31/2021,$223.85,25984970,$226.95,$226.95,$221.20
08/30/2021,$226.88,26257990,$228.30,$230.43,$225.51
08/27/2021,$226.36,30472220,$221.84,$227.22,$221.67
08/26/2021,$220.68,23794040,$222.00,$223.40,$217.90
08/25/2021,$222.13,34770100,$217.37,$224.70,$217.22
08/24/2021,$217.93,29729890,$217.53,$219.59,$215.35
08/23/2021,$219.58,57580660,$209.71,$219.97,$209.50
08/20/2021,$208.16,67574130,$199.91,$208.6506,$199.33
08/19/2021,$197.98,76655480,$194.94,$204.95,$187.62
08/18/2021,$190.40,28591350,$195.00,$196.3365,$190.00
08/17/2021,$194.58,20458490,$196.85,$197.70,$192.67
08/16/2021,$199.50,21115280,$201.35,$202.87,$194.53
08/13/2021,$201.88,18306290,$199.05,$202.1381,$198.51
08/12/2021,$199.05,15186160,$198.70,$200.2899,$196.20
08/11/2021,$196.99,18592480,$200.43,$200.49,$194.30
08/10/2021,$199.36,17923780,$203.22,$204.30,$198.3454
08/09/2021,$202.95,14644310,$204.46,$205.0799,$201.43
08/06/2021,$203.66,17849660,$205.24,$205.70,$202.10
08/05/2021,$206.37,21143540,$205.00,$207.33,$203.42
08/04/2021,$202.74,23130940,$199.90,$203.18,$198.28
08/03/2021,$198.15,30181070,$197.40,$202.22,$192.20
08/02/2021,$197.50,21744400,$197.00,$199.61,$193.61
07/30/2021,$194.99,18349750,$194.18,$196.30,$192.63
07/29/2021,$196.62,19078090,$195.19,$198.53,$193.2803
07/28/2021,$195.03,20219120,$193.192,$196.46,$189.95
07/27/2021,$192.08,24886260,$192.65,$196.22,$187.41
07/26/2021,$192.94,20394320,$193.11,$194.42,$189.14
07/23/2021,$195.58,19567200,$196.564,$197.00,$192.50
07/22/2021,$195.94,32382600,$196.42,$198.87,$192.76
07/21/2021,$194.10,37101740,$188.82,$195.27,$187.42
07/20/2021,$186.12,43468650,$187.30,$188.38,$181.64
07/19/2021,$187.7975,74905880,$179.1525,$190.42,$178.655
07/16/2021,$181.61,68822280,$190.305,$191.5711,$180.73
07/15/2021,$189.6625,55056440,$198.1175,$198.47,$188.585
07/14/2021,$198.415,38009920,$203.5775,$204.1775,$197.5275
07/13/2021,$202.50,29070632,$204.005,$204.6125,$201.14
07/12/2021,$205.125,32198476,$202.40,$205.3275,$201.8775
07/09/2021,$200.5025,29662268,$199.625,$200.8013,$197.5425
07/08/2021,$199.0275,50329960,$198.565,$201.33,$197.0075
07/07/2021,$203.7175,41842720,$208.535,$208.75,$203.3205
07/06/2021,$206.985,44670760,$207.375,$208.42,$203.5025
07/02/2021,$204.87,34339668,$204.4013,$205.0525,$202.8775
07/01/2021,$202.12,48013480,$201.25,$204.56,$200.19
06/30/2021,$200.025,32656616,$199.9913,$201.625,$198.6375
06/29/2021,$200.2675,36763384,$198.825,$200.9875,$196.5687
06/28/2021,$199.85,49543640,$193.6125,$200.7875,$193.19
06/25/2021,$190.31,27836592,$192.805,$193.455,$188.9437
06/24/2021,$192.055,32092240,$192.2775,$194.20,$190.8825
06/23/2021,$190.5725,33235704,$190.0775,$191.5275,$189.0775
06/22/2021,$188.8675,58014560,$184.715,$189.6375,$183.8587
06/21/2021,$184.2725,67238200,$184.3525,$185.365,$178.2265
06/18/2021,$186.3875,96885440,$187.84,$193.75,$185.84
06/17/2021,$186.5725,80965480,$177.7457,$188.35,$177.5625
06/16/2021,$178.1025,30712260,$177.9075,$179.5468,$175.8442
06/15/2021,$177.885,24303044,$179.15,$180.1625,$177.2795
06/14/2021,$180.1875,32137428,$179.06,$180.395,$176.6275
06/11/2021,$178.2525,41630760,$174.795,$179.3922,$174.4375
06/10/2021,$174.25,28777044,$173.50,$174.92,$171.76
06/09/2021,$173.5825,38165748,$175.1575,$175.75,$172.5575
06/08/2021,$174.57,32384676,$175.2725,$176.2159,$172.51
06/07/2021,$176.19,57575480,$175.7115,$178.125,$171.9275
06/04/2021,$175.7825,61712040,$171.125,$176.61,$170.955
06/03/2021,$169.6975,58000680,$167.0075,$172.59,$165.83
06/02/2021,$167.7825,59416760,$162.5225,$169.1887,$162.355
06/01/2021,$162.645,47280320,$162.70,$163.8812,$159.0325
05/28/2021,$162.445,64453560,$155.01,$162.7748,$155.01
05/27/2021,$154.88,58147520,$156.9975,$157.50,$154.60
05/26/2021,$157.00,37043864,$157.3425,$157.9375,$155.8625
05/25/2021,$156.4775,43540680,$157.66,$158.185,$154.825
05/24/2021,$156.12,55481640,$152.125,$157.45,$151.76
05/21/2021,$149.9175,67299200,$151.6375,$152.22,$148.6939
05/20/2021,$146.125,32159192,$143.025,$146.8379,$142.705
05/19/2021,$140.6575,34399936,$135.665,$140.795,$135.4325
05/18/2021,$140.1575,18625424,$142.67,$144.0425,$140.04
05/17/2021,$141.655,21648884,$141.57,$141.6925,$138.535
05/14/2021,$142.43,25861500,$138.90,$143.281,$137.485
05/13/2021,$136.6525,28572748,$140.3375,$140.8075,$134.59
05/12/2021,$137.585,30340932,$140.095,$142.6025,$137.0925
05/11/2021,$143.0625,28558536,$138.25,$143.5475,$137.50
05/10/2021,$142.6575,26890380,$147.8725,$148.06,$142.50
05/07/2021,$148.1225,22932732,$148.0825,$149.7075,$146.7171
05/06/2021,$145.23,19338092,$144.9525,$145.7125,$142.1809
05/05/2021,$144.585,29202304,$147.09,$148.135,$143.875
05/04/2021,$143.5125,40532480,$146.3725,$146.375,$140.1025
05/03/2021,$148.3675,20391184,$151.25,$152.4675,$147.875
04/30/2021,$150.095,20191008,$151.745,$153.65,$149.97
04/29/2021,$153.2475,17319648,$154.00,$154.365,$150.715
04/28/2021,$152.7675,20941620,$153.645,$155.3225,$152.1552
04/27/2021,$153.8175,16457300,$155.785,$156.705,$153.545
04/26/2021,$154.78,19779708,$151.8505,$154.79,$151.25
04/23/2021,$152.6525,22777220,$149.3438,$153.3488,$149.0025
04/22/2021,$148.5025,27778628,$153.75,$154.3857,$147.835
04/21/2021,$153.605,21677704,$151.1875,$153.625,$151.0225
04/20/2021,$151.7125,33413304,$153.2325,$154.97,$149.63
04/19/2021,$153.6175,40441800,$155.3654,$158.075,$152.33
04/16/2021,$159.125,33520756,$160.531,$161.6575,$158.6525
04/15/2021,$161.3725,59848080,$156.625,$162.1415,$156.315
04/14/2021,$152.77,38550192,$156.25,$157.2046,$152.275
04/13/2021,$156.795,67621200,$152.315,$157.00,$151.2575
04/12/2021,$152.09,86932200,$142.8975,$153.525,$141.3925
04/09/2021,$144.00,19517088,$142.14,$144.08,$141.75
04/08/2021,$143.17,24441492,$142.5275,$144.715,$142.4894
04/07/2021,$141.435,25128436,$138.8075,$142.435,$137.115
04/06/2021,$138.615,19174596,$139.9968,$140.5412,$137.7362
04/05/2021,$139.875,25567140,$138.675,$140.1396,$137.33
04/01/2021,$138.1175,30827460,$135.7225,$138.70,$135.1125
03/31/2021,$133.4825,31477752,$130.155,$134.705,$129.825
03/30/2021,$128.7175,20020248,$128.4195,$129.7525,$127.05
03/29/2021,$129.4825,27351988,$128.2025,$130.625,$127.00
03/26/2021,$128.3925,36396896,$125.545,$128.5625,$123.735
03/25/2021,$125.3525,29514456,$124.995,$127.1475,$122.72
03/24/2021,$126.43,24583852,$131.5125,$131.5913,$126.3675
03/23/2021,$130.7075,22204608,$132.5425,$133.445,$130.2125
03/22/2021,$131.8625,29780308,$129.1275,$133.945,$129.0675
03/19/2021,$128.4575,29920696,$127.50,$129.215,$126.125
03/18/2021,$127.225,29418808,$131.365,$131.84,$127.1704
03/17/2021,$133.4125,24386420,$130.3975,$134.5325,$129.895
03/16/2021,$132.9125,27212960,$133.565,$135.125,$131.1675
03/15/2021,$131.9125,22252044,$128.6475,$132.0675,$127.6713
03/12/2021,$128.56,24396396,$126.4825,$128.8875,$125.90
03/11/2021,$129.935,29991428,$129.50,$130.4625,$127.345
03/10/2021,$124.6825,38437656,$128.405,$129.80,$124.575
03/09/2021,$125.2025,52182560,$121.3025,$126.1675,$120.5925
03/08/2021,$115.9325,54311160,$124.50,$124.7125,$115.665
03/05/2021,$124.615,54283880,$125.50,$125.50,$116.7925
03/04/2021,$123.7025,57334520,$128.0075,$129.75,$120.8375
03/03/2021,$128.0475,37759028,$134.2625,$134.515,$127.9875
03/02/2021,$134.0625,26411412,$139.00,$139.205,$133.96
03/01/2021,$138.4175,35318300,$138.75,$139.25,$135.5325
02/26/2021,$137.145,50093040,$137.525,$138.545,$133.61
02/25/2021,$133.075,82443600,$140.4543,$143.7475,$132.1625
02/24/2021,$144.99,44831920,$141.2275,$145.0675,$137.56
02/23/2021,$141.42,39177932,$140.7525,$142.3875,$133.895
02/22/2021,$143.5575,32588556,$147.7475,$151.3325,$143.25
02/19/2021,$149.265,27172412,$150.245,$151.77,$148.467
02/18/2021,$148.29,23408080,$147.29,$148.7325,$145.75
02/17/2021,$149.06,27569868,$151.71,$152.2352,$147.80
02/16/2021,$153.3025,32195952,$150.6425,$153.725,$149.50
02/12/2021,$149.6125,37475748,$150.50,$152.9114,$147.75
02/11/2021,$152.5075,45082760,$149.8025,$152.7225,$149.25
02/10/2021,$147.6425,48535240,$144.6325,$149.05,$143.4137
02/09/2021,$142.6325,28756012,$143.4063,$145.8325,$142.225
02/08/2021,$144.3875,43462280,$137.2722,$144.7375,$137.2722
02/05/2021,$135.91,16915364,$137.25,$137.3725,$135.4575
02/04/2021,$136.6425,20133848,$135.31,$136.735,$133.3786
02/03/2021,$135.305,24540928,$136.36,$139.3175,$135.165
02/02/2021,$135.5675,22043828,$133.9875,$135.72,$132.855
02/01/2021,$132.37,21720432,$130.5335,$132.7075,$129.0275
01/29/2021,$129.8975,27155204,$130.75,$133.3475,$129.1151
01/28/2021,$130.51,22831596,$129.9625,$133.3975,$129.605
01/27/2021,$129.1775,37127284,$132.30,$132.3275,$127.9375
01/26/2021,$134.3525,16398040,$135.8045,$136.4475,$133.875
01/25/2021,$136.5325,25111116,$137.8175,$138.285,$132.3648
01/22/2021,$137.125,24681856,$137.4009,$138.4173,$136.2725
01/21/2021,$138.675,33833960,$134.186,$139.9936,$132.53
01/20/2021,$133.6575,25857088,$131.1175,$134.305,$130.5675
01/19/2021,$130.2525,22618688,$130.1625,$130.9398,$128.44
01/15/2021,$128.595,27778128,$132.28,$133.2525,$128.485
01/14/2021,$132.0025,28312028,$135.75,$135.9975,$131.805
01/13/2021,$135.3175,21002844,$134.8997,$136.25,$133.85
01/12/2021,$134.8475,29147772,$137.525,$137.545,$133.45
01/11/2021,$136.215,51902880,$134.1875,$139.61,$133.625
01/08/2021,$132.7675,29252860,$133.625,$134.21,$130.42
01/07/2021,$133.44,46148160,$129.675,$133.7775,$128.865
01/06/2021,$126.145,58042320,$132.225,$132.45,$125.86
01/05/2021,$134.0475,32275992,$130.9975,$134.435,$130.87
01/04/2021,$131.135,56064200,$131.0425,$136.525,$129.625
12/31/2020,$130.55,19242440,$131.365,$131.5112,$129.15
12/30/2020,$131.4575,22539716,$129.903,$132.1375,$128.9675
12/29/2020,$129.4325,17037216,$129.25,$130.725,$128.4225
12/28/2020,$129.00,21256564,$130.625,$130.625,$127.6318
12/24/2020,$129.9375,9788352,$130.3725,$131.325,$129.3875
12/23/2020,$130.0925,17914276,$132.56,$132.75,$130.05
12/22/2020,$132.7825,18631488,$133.1925,$133.3725,$130.5388
12/21/2020,$133.3225,30233216,$130.7475,$133.70,$129.675
12/18/2020,$132.72,34206464,$133.79,$134.05,$130.705
12/17/2020,$133.4125,23138388,$133.6675,$133.795,$131.785
12/16/2020,$132.425,22311468,$134.225,$134.3725,$132.125
12/15/2020,$133.605,19348592,$134.3975,$134.64,$131.8675
12/14/2020,$133.0875,27015788,$130.8788,$133.8875,$130.775
12/11/2020,$130.1325,20926564,$129.6725,$130.20,$128.23
12/10/2020,$129.7225,20776472,$128.69,$130.6875,$128.4938
12/09/2020,$129.3075,40130120,$133.005,$134.14,$128.6824
12/08/2020,$133.50,27192088,$135.85,$135.9875,$132.815
12/07/2020,$136.0675,22324324,$136.0125,$137.3125,$135.00
12/04/2020,$135.5825,20224340,$134.485,$135.60,$133.8869
12/03/2020,$133.96,19952064,$135.875,$136.60,$133.29
12/02/2020,$135.445,28336120,$133.505,$136.7344,$132.3425
12/01/2020,$133.90,29757128,$134.9225,$135.2875,$132.2825
11/30/2020,$134.015,28695200,$132.65,$134.125,$129.7235
11/27/2020,$132.6125,16727520,$133.75,$134.075,$131.7055
11/25/2020,$132.3475,25991640,$130.325,$132.6939,$130.20
11/24/2020,$129.5775,34649996,$131.425,$131.62,$128.85
11/23/2020,$131.40,36135420,$131.7113,$133.825,$130.155
11/20/2020,$130.8775,34108980,$134.54,$134.945,$130.65
11/19/2020,$134.4025,56593440,$132.1275,$134.875,$131.00
11/18/2020,$134.2875,51092520,$134.6525,$136.0575,$131.85
11/17/2020,$134.2225,31202796,$135.525,$135.9625,$133.0387
11/16/2020,$135.1525,41377480,$131.725,$136.495,$131.56
11/13/2020,$132.97,34676232,$136.2728,$136.6875,$130.5925
11/12/2020,$134.5675,36663500,$134.7893,$137.66,$133.16
11/11/2020,$134.18,40474360,$130.5375,$134.3488,$129.4825
11/10/2020,$127.70,64406720,$136.065,$136.065,$126.2825
11/09/2020,$136.3075,58297800,$145.525,$146.915,$136.1075
11/06/2020,$145.62,38334928,$141.0975,$145.8875,$138.95
11/05/2020,$141.60,31902832,$141.625,$143.39,$139.91
11/04/2020,$137.9425,41022920,$133.8925,$138.275,$133.3688
11/03/2020,$130.195,27290108,$127.085,$131.05,$126.0275
11/02/2020,$125.8075,29965264,$126.5775,$128.3666,$123.95
10/30/2020,$125.34,41739600,$128.50,$129.3638,$123.00
10/29/2020,$130.24,32008184,$128.385,$131.9275,$127.50
10/28/2020,$126.27,37651808,$131.98,$132.60,$126.09
10/27/2020,$133.9675,25051968,$133.06,$134.42,$131.915
10/26/2020,$131.4125,33689432,$134.27,$136.9279,$130.385
10/23/2020,$135.9025,23348428,$134.50,$135.9325,$132.9125
10/22/2020,$133.61,29047944,$135.225,$136.1175,$132.3175
10/21/2020,$135.2475,21959732,$136.25,$137.915,$134.775
10/20/2020,$136.455,22921204,$135.835,$137.9975,$135.07
10/19/2020,$134.9775,29806856,$139.0288,$139.835,$134.0675
10/16/2020,$138.115,24263960,$140.3675,$141.215,$137.925
10/15/2020,$139.70,26722512,$138.1068,$140.0575,$137.6775
10/14/2020,$140.9525,27664712,$142.905,$143.4275,$139.60
10/13/2020,$142.4825,34460312,$142.965,$143.485,$140.1863
10/12/2020,$142.26,43474400,$139.895,$143.47,$139.125
10/09/2020,$137.6275,34689092,$137.67,$138.2425,$136.6075
10/08/2020,$138.3875,37890088,$140.75,$140.845,$137.58
10/07/2020,$139.64,41808520,$139.9975,$141.1925,$138.635
10/06/2020,$137.365,78442000,$138.30,$141.42,$136.65
10/05/2020,$136.425,47981840,$132.36,$136.4425,$132.2277
10/02/2020,$130.6225,55249600,$132.25,$135.195,$130.51
10/01/2020,$136.145,52500240,$137.58,$137.6274,$134.6075
09/30/2020,$135.305,68918400,$131.575,$136.225,$131.5025
09/29/2020,$132.2575,62300480,$129.375,$134.4275,$129.3325
09/28/2020,$130.35,57380920,$130.4025,$130.5175,$127.50
09/25/2020,$128.7375,58801640,$124.475,$128.835,$122.4575
09/24/2020,$123.48,73124040,$120.7225,$125.695,$120.14
09/23/2020,$121.2375,64701240,$125.755,$127.27,$120.7925
09/22/2020,$126.3775,64645200,$125.75,$126.48,$121.5555
09/21/2020,$125.1725,72104240,$119.25,$125.225,$119.045
09/18/2020,$121.8925,69846200,$125.9375,$126.325,$119.8875
09/17/2020,$124.635,79251160,$121.3223,$125.8975,$120.3475
09/16/2020,$125.145,55759960,$129.5725,$130.9275,$125.1375
09/15/2020,$129.91,72755640,$132.80,$132.9875,$128.2775
09/14/2020,$128.7225,120174480,$130.81,$133.15,$126.3114
09/11/2020,$121.645,63692680,$124.855,$126.525,$118.9575
09/10/2020,$123.1175,69868440,$129.8925,$130.6525,$121.67
09/09/2020,$127.15,73619840,$124.00,$128.0925,$122.3175
09/08/2020,$119.13,79572960,$117.345,$125.50,$117.0425
09/04/2020,$126.225,146368280,$127.8375,$131.75,$117.0475
09/03/2020,$130.155,94512600,$138.2863,$138.845,$128.7875
09/02/2020,$143.465,87401280,$147.0375,$147.2675,$139.00
09/01/2020,$138.21,51247400,$134.80,$139.9375,$134.365
08/31/2020,$133.745,50084120,$131.8278,$135.75,$130.3775
08/28/2020,$131.4775,53715840,$126.7493,$131.48,$126.425
08/27/2020,$126.2825,31760292,$127.815,$128.50,$125.6643
08/26/2020,$127.73,32124292,$127.9924,$128.6849,$126.7775
08/25/2020,$127.50,28907680,$126.3075,$127.6125,$125.7375
08/24/2020,$127.2025,49056440,$128.8375,$129.125,$125.075
08/21/2020,$126.835,99986960,$122.0175,$128.087,$121.9516
08/20/2020,$121.41,92138640,$119.75,$123.75,$118.7875
08/19/2020,$121.385,62262240,$122.965,$123.15,$120.98
08/18/2020,$122.6075,50344640,$124.50,$124.96,$120.8625
