"MacroTrends Data Download"
"LCID - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
2023-07-13,7.1700,7.4200,7.1000,7.1200,50010923
2023-07-14,7.1300,7.2000,6.6700,6.7000,54600818
2023-07-17,6.7700,7.1100,6.6000,7.0300,41537734
2023-07-18,7.0400,7.2800,6.9400,7.0400,37681315
2023-07-19,7.1400,7.6950,7.1300,7.2500,64819809
2023-07-20,7.1650,7.1650,6.8300,6.9200,46631985
2023-07-21,7.0700,7.1500,6.6700,6.8700,86591740
2023-07-24,6.9000,7.2600,6.8200,7.1700,41441485
2023-07-25,7.2200,7.2800,6.8300,6.8400,32902680
2023-07-26,6.8700,7.2900,6.8600,7.1700,43807867
2023-07-27,7.2500,7.4500,6.8700,6.8900,42304485
2023-07-28,7.0600,7.5400,6.9850,7.4700,67552093
2023-07-31,7.5400,7.7500,7.4100,7.6100,46608721
2023-08-01,7.4650,7.4650,7.1600,7.2700,37479279
2023-08-02,7.0500,7.0900,6.7401,6.8900,45068704
2023-08-03,6.8400,7.0300,6.8200,6.8900,25081004
2023-08-04,6.9500,6.9550,6.6100,6.6200,33303199
2023-08-07,6.7000,6.7100,6.1800,6.4100,53185653
2023-08-08,6.4150,7.2400,6.2000,7.1900,88888578
2023-08-09,6.9800,7.2950,6.7800,7.0800,51926492
2023-08-10,7.1850,7.2000,6.7100,6.7800,43523103
2023-08-11,6.5900,6.7165,6.4900,6.6400,26582274
2023-08-14,6.5400,6.7800,6.3900,6.7700,25454241
2023-08-15,6.7000,6.8000,6.3500,6.4100,29781583
2023-08-16,6.3600,6.4500,6.2500,6.3400,25944984
2023-08-17,6.3800,6.4800,6.2250,6.2300,25233610
2023-08-18,6.1000,6.2400,6.0500,6.1800,22324769
2023-08-21,6.2200,6.3600,6.1600,6.2600,19566801
2023-08-22,6.2450,6.3100,5.9700,6.0700,29073019
2023-08-23,6.0300,6.2000,6.0000,6.0700,25536526
2023-08-24,6.0900,6.1050,5.8000,5.8600,32209634
2023-08-25,5.8900,6.0600,5.8200,6.0200,25252556
2023-08-28,6.0700,6.1950,5.9800,6.1500,20421764
2023-08-29,6.1300,6.4350,6.0400,6.3300,24482353
2023-08-30,6.2500,6.4100,6.2200,6.3600,15935435
2023-08-31,6.4100,6.4200,6.1500,6.2800,25955912
2023-09-01,6.2900,6.4100,6.1850,6.3600,20447358
2023-09-05,6.2900,6.4500,6.2200,6.3000,23173750
2023-09-06,6.2800,6.3750,6.0500,6.1400,22570616
2023-09-07,6.0300,6.0600,5.9200,6.0000,20754460
2023-09-08,5.9900,6.0000,5.8000,5.8400,25267070
2023-09-11,5.9300,6.0200,5.6350,5.8400,31688032
2023-09-12,5.8300,6.0200,5.7400,5.9100,20913217
2023-09-13,5.8900,5.9475,5.8200,5.8700,12694815
2023-09-14,5.8900,6.0600,5.8500,6.0100,20019969
2023-09-15,6.0300,6.1200,5.8600,5.9200,31233453
2023-09-18,5.8700,5.9000,5.6100,5.6400,26898419
2023-09-19,5.6500,5.6700,5.4400,5.5000,27109929
2023-09-20,5.5700,5.6250,5.4500,5.4500,18553478
2023-09-21,5.3500,5.3700,5.1700,5.1700,31567256
2023-09-22,5.2500,5.3300,5.0700,5.1100,28195416
2023-09-25,5.1400,5.1900,4.9700,5.1300,23904540
2023-09-26,5.1800,5.3900,5.1200,5.3100,28917355
2023-09-27,5.4900,5.5600,5.3200,5.4600,29206225
2023-09-28,5.4600,5.6150,5.3400,5.5300,25283841
2023-09-29,5.6000,5.7000,5.5000,5.5900,30640508
2023-10-02,5.5700,5.6800,5.4633,5.5400,20141472
2023-10-03,5.4700,5.5000,5.3500,5.3800,18047610
2023-10-04,5.4600,5.5800,5.3500,5.5600,19490500
2023-10-05,5.4800,5.4999,5.0300,5.1600,43651444
2023-10-06,5.1100,5.2100,5.0400,5.1300,28538534
2023-10-09,5.0000,5.1400,4.8700,5.0300,31974231
2023-10-10,5.0100,5.4600,4.9900,5.4400,38206264
2023-10-11,5.3800,5.4800,5.2300,5.3400,25104236
2023-10-12,5.2800,5.3500,5.0350,5.0700,24265976
2023-10-13,5.0800,5.1600,4.9900,5.1600,19023901
2023-10-16,5.1700,5.3800,5.1300,5.2800,22938469
2023-10-17,4.9200,5.2300,4.9000,5.0000,46609848
2023-10-18,4.9400,4.9800,4.5100,4.5300,57895489
2023-10-19,4.4900,4.4900,4.3000,4.3400,35919346
2023-10-20,4.3300,4.4400,4.2500,4.2800,25514493
2023-10-23,4.2400,4.4700,4.1400,4.3400,26361910
2023-10-24,4.3800,4.4900,4.2050,4.2400,26876589
2023-10-25,4.2100,4.3300,4.1700,4.1700,20154607
2023-10-26,4.1200,4.1800,3.9800,4.0700,29644289
2023-10-27,4.1100,4.1700,4.0100,4.0400,16668510
2023-10-30,4.1000,4.1400,4.0000,4.0700,17979700
2023-10-31,4.0650,4.1750,4.0400,4.1200,20096095
2023-11-01,4.1300,4.1400,3.9600,4.0500,21355863
2023-11-02,4.1300,4.6150,4.1200,4.5400,46408450
2023-11-03,4.6600,4.8500,4.5500,4.6200,31463968
2023-11-06,4.7100,4.7100,4.2500,4.3200,24965306
2023-11-07,4.3300,4.3450,4.2100,4.3000,22982655
2023-11-08,4.0600,4.1100,3.8700,3.9500,51162637
2023-11-09,3.9700,4.0400,3.7200,3.7550,36610396
2023-11-10,3.7700,3.8000,3.6200,3.8000,27526490
2023-11-13,3.7700,4.0400,3.7100,3.9700,28196822
2023-11-14,4.1200,4.3300,4.1100,4.1700,29357798
2023-11-15,4.1900,4.3800,4.1800,4.2200,26063700
2023-11-16,4.2700,4.3800,4.1300,4.2800,31402422
2023-11-17,4.2800,4.3200,4.1500,4.2500,25481531
2023-11-20,4.2600,4.4800,4.1800,4.3400,23565431
2023-11-21,4.3100,4.3800,4.1400,4.2200,20050884
2023-11-22,4.2300,4.2800,4.1100,4.2000,17752316
2023-11-24,4.2200,4.3300,4.1800,4.2400,12895982
2023-11-27,4.1800,4.2250,4.1000,4.1900,19485541
2023-11-28,4.1700,4.4200,3.9800,4.4000,38647041
2023-11-29,4.4200,4.5700,4.3100,4.3600,22260707
2023-11-30,4.4200,4.4350,4.1400,4.2200,25864098
2023-12-01,4.1700,4.4800,4.1600,4.3300,29763700
2023-12-04,4.3100,4.5300,4.2500,4.3600,20356195
2023-12-05,4.3500,4.4000,4.1750,4.1900,20661321
2023-12-06,4.2850,4.7100,4.2550,4.4000,41593537
2023-12-07,4.4400,4.6400,4.3200,4.4800,29730095
2023-12-08,4.4700,4.7500,4.4400,4.7300,34444965
2023-12-11,4.5100,4.7350,4.5000,4.6100,36473789
2023-12-12,4.4700,4.5000,4.0900,4.2200,45109523
2023-12-13,4.2500,4.5900,4.1500,4.4900,37138489
2023-12-14,4.6000,5.3100,4.5803,5.1400,91199374
2023-12-15,5.2150,5.2600,4.7500,4.7700,188392273
2023-12-18,4.7800,4.8291,4.6600,4.7300,30260081
2023-12-19,4.7650,4.8386,4.7100,4.7200,22615680
2023-12-20,4.6700,4.6901,4.2400,4.2600,42505222
2023-12-21,4.4000,4.4700,4.3200,4.3300,17464474
2023-12-22,4.3200,4.3800,4.2500,4.2600,21119172
2023-12-26,4.3300,4.4900,4.3000,4.3400,21060637
2023-12-27,4.4000,4.4000,4.2600,4.3200,21502657
2023-12-28,4.3100,4.3800,4.2200,4.2600,25721437
2023-12-29,4.2700,4.2800,4.1300,4.2100,36559500
2024-01-02,4.1700,4.2900,4.1100,4.1500,28222141
2024-01-03,4.1000,4.1200,3.9500,3.9600,40253616
2024-01-04,3.9700,3.9850,3.8500,3.8900,30221983
2024-01-05,3.8800,3.9500,3.7600,3.7800,29311771
2024-01-08,3.8300,3.8550,3.7100,3.8000,24527721
2024-01-09,3.7800,3.7850,3.6100,3.6200,32351346
2024-01-10,3.6990,3.6990,3.4000,3.4100,43515420
2024-01-11,3.4800,3.4899,3.1500,3.2600,61609230
2024-01-12,3.1800,3.2900,2.9700,3.0050,62824598
2024-01-16,3.0250,3.0300,2.8500,2.8800,52797843
2024-01-17,2.8000,2.8300,2.7100,2.7800,40069121
2024-01-18,2.8600,2.8600,2.5500,2.6500,58278223
2024-01-19,2.6600,2.8500,2.5400,2.7100,51410456
2024-01-22,2.7400,2.9600,2.6800,2.8300,48012796
2024-01-23,2.9800,3.0750,2.8800,3.0300,54580107
2024-01-24,3.1500,3.1500,2.7750,2.8200,43432515
2024-01-25,2.7200,2.7300,2.5600,2.6600,46926323
2024-01-26,2.6800,2.7200,2.6200,2.6500,21779681
2024-01-29,2.7500,3.4100,2.6650,3.3700,123427321
2024-01-30,3.2700,3.8200,3.1500,3.4600,100382396
2024-01-31,3.5100,3.7700,3.3500,3.3800,63680941
2024-02-01,3.5200,3.6400,3.2100,3.4200,44843462
2024-02-02,3.3000,3.3350,3.1100,3.3100,41896511
2024-02-05,3.2550,3.3000,3.1200,3.2200,28430269
