"Date","NVDA_daily_percent","LCID_daily_percent"
2023-01-04,1.24939932724653,3.68000000000001
2023-01-05,-1.55958871023393,-1.41955835962145
2023-01-06,2.65994196490258,3.41295263491651
2023-01-09,2.25071970688301,4.46680328500332
2023-01-10,2.59237763590637,4.81049562682216
2023-01-11,1.0196028915054,9.83379501385042
2023-01-12,2.55279503105591,-0.835322195704061
2023-01-13,3.8149649834132,2.48993963782697
2023-01-17,4.75176045919877,-1.34803921568627
2023-01-18,-1.6414784626705,-0.366300366300359
2023-01-19,-1.59074900211318,-6.99126092384519
2023-01-20,4.86743871612484,4.54545454545454
2023-01-23,6.25000000000001,10.25
2023-01-24,2.32644606150741,-0.462962962962974
2023-01-25,2.17052214144084,6.61057692307691
2023-01-26,0.512664331759819,-3.22580645161291
2023-01-27,4.63981091357517,43.1590656284761
2023-01-30,-3.94987468671679,-9.82348426707597
2023-01-31,1.91710790578785,1.38768430182134
2023-02-01,6.35823472652481,2.82118055555557
2023-02-02,3.37619047619048,-1.0655737704918
2023-02-03,0.476190476190476,-0.683760683760684
2023-02-06,1.36018456214553,2.39726027397261
2023-02-07,3.69937330464877,-2.03217612193057
2023-02-08,-0.812971813999193,0.610820244328085
2023-02-09,-1.18994957091038,-12.0307167235495
2023-02-10,-1.95942830797603,-4.11089866156789
2023-02-13,1.16073915869626,2.40963855421685
2023-02-14,6.45564927240708,3.1968031968032
2023-02-15,0.953479089981807,7.1011673151751
2023-02-16,-0.591876383680478,-3.36363636363636
2023-02-17,-1.12338773057187,3.25932923948983
2023-02-21,-1.64285714285714,-7.82122905027933
2023-02-22,0.226976384797411,-0.597609561752975
2023-02-23,0.955631399317398,1.85399768250288
2023-02-24,0.262648008611416,1.55131264916467
2023-02-27,-0.713983945923108,3.05882352941176
2023-02-28,-0.667465343145645,4.76190476190477
2023-03-01,-2.13004484304933,-3.90189520624305
2023-03-02,3.67307008182141,1.66865315852204
2023-03-03,2.44425385934821,3.11418685121107
2023-03-06,-1.41057301912854,-2
2023-03-07,-1.32203389830509,-4.48275862068964
2023-03-08,2.95482607399838,1.2135922330097
2023-03-09,-3.05687693898655,-3.03030303030303
2023-03-10,-1.89670639497629,-1.80910792264505
2023-03-13,0.940576652601963,3.42871466075645
2023-03-14,2.41317671092951,-4.7979797979798
2023-03-15,1.96540549640166,0.680272108843547
2023-03-16,6.30124443334581,6.24151967435549
2023-03-17,-0.98914633207605,0.130208333333342
2023-03-20,1.11262931875855,3.2171581769437
2023-03-21,0.0725744843391894,4.3312101910828
2023-03-22,0.16272469252602,-3.29268292682926
2023-03-23,0.278438531467261,1.04873534855027
2023-03-24,-0.932262957345264,2.11970074812968
2023-03-27,-1.14021686477624,-1.9277108433735
2023-03-28,-0.13990244640224,-6.90505548705302
2023-03-29,0.59273066169617,0.653594771241828
2023-03-30,0.565573469462692,-1.93050193050192
2023-03-31,2.34708916728077,4.68749999999999
2023-04-03,1.65763931804137,-0.628930817610061
2023-04-04,-1.83437030680113,-0.37831021437578
2023-04-05,0.193820120019375,-1.02827763496144
2023-04-06,1.70403250075234,0.917431192660554
2023-04-10,2.8184766804608,5.6578947368421
2023-04-11,-2.00010821144517,4.70297029702971
2023-04-12,-3.19693094629156,-5.90277777777778
2023-04-13,-1.01369043166005,0.979192166462669
2023-04-14,0.958345910051299,0.782268578878755
2023-04-17,1.64310854303514,2.84605433376455
2023-04-18,0.484863893075721,-2.36907730673316
2023-04-19,2.08325719089214,-0.392156862745101
2023-04-20,-2.04907665064506,-3.56022370754331
2023-04-21,0.619620065301282,-1.40252454417952
2023-04-24,0.107355717617451,-0.568181818181819
2023-04-25,-3.09107024152447,-2.4602026049204
2023-04-26,-0.170357751277676,5.55555555555555
2023-04-27,-0.500676095457371,11.3079019073569
2023-04-28,1.9247015610652,-0.12578616352201
2023-05-01,3.84339080459772,-7.80856423173804
2023-05-02,-1.63877266387726,-1.22282608695653
2023-05-03,-0.136494252873562,1.92572214580468
2023-05-04,-0.321869010162376,-1.13864701942398
2023-05-05,3.07092415230634,3.06666666666667
2023-05-08,2.20531519528783,-0.516129032258065
2023-05-09,-1.13498736980519,5.35455861070912
2023-05-10,-0.413721772108253,-2.78343516632722
2023-05-11,-1.10049833887043,-1.39664804469274
2023-05-12,-0.662483788425827,-0.705218617771507
2023-05-15,1.55918410298683,1.27118644067796
2023-05-16,1.289830449707,-1.69014084507041
2023-05-17,2.00784207679827,2.84495021337127
2023-05-18,4.16968102597828,1.67364016736402
2023-05-19,-0.862506341958405,-1.37362637362638
2023-05-22,0.889938836930844,6.25
2023-05-23,-1.00645161290323,0.385587023002259
2023-05-24,1.08573320092684,0.402144772117966
2023-05-25,-1.40954754302625,2.01072386058982
2023-05-26,2.78701504354711,3.68906455862978
2023-05-30,-1.19226505727306,-3.0188679245283
2023-05-31,-4.18861426256078,1.17340286831812
2023-06-01,3.3282236483151,-4.12979351032449
2023-06-02,-1.92034316781805,0.763358778625951
2023-06-05,0.673366059266495,0
2023-06-06,-0.45325779036827,5.34351145038169
2023-06-07,-3.70037260696389,-7.2463768115942
2023-06-08,2.08355423603012,-5.27903469079939
2023-06-09,-0.683966493326848,-2.20472440944881
2023-06-12,0.719387755102039,-0.633914421553091
2023-06-13,2.08032648185936,2.82574568288854
2023-06-14,5.32284930433079,-3.17700453857791
2023-06-15,0.11971268954509,3.12989045383412
2023-06-16,-1.74453394706559,-1.96671709531013
2023-06-20,1.88380854923484,-3.21592649310873
2023-06-21,-1.04825176432726,-3.96825396825397
2023-06-22,1.82708920076682,-5.60131795716639
2023-06-23,-0.600508666164283,-3.18584070796461
2023-06-26,-4.30748216009986,-7.65391014975042
2023-06-27,2.63977058261231,5.35405872193436
2023-06-28,1.12395474667978,5.41871921182266
2023-06-29,-1.77101881707492,6.25482625482626
2023-06-30,1.49232245681381,-1.85185185185185
2023-07-03,-0.244608039137291,4.67422096317281
2023-07-05,0.431944938886909,0
2023-07-06,0.618965682057159,-1.93905817174515
2023-07-07,0.427673550399307,4.92957746478874
2023-07-10,-1.11822209719389,3.79581151832461
2023-07-11,-0.178903509804381,1.49999999999999
2023-07-12,2.01938047544907,-7.49354005167959
2023-07-13,3.27732602542791,-0.697350069735005
2023-07-14,-2.39101127454768,-6.03085553997195
2023-07-17,0.371578560781185,3.84047267355983
2023-07-18,1.69803644461575,0
2023-07-19,-0.815354795213215,1.5406162464986
2023-07-20,-2.12226116498592,-3.41939986043266
2023-07-21,-3.23010395736875,-2.82885431400283
2023-07-24,-0.266034741007355,3.91304347826086
2023-07-25,1.64215304510358,-5.26315789473684
2023-07-26,-1.23639208187567,4.36681222707423
2023-07-27,-1.33063909370365,-4.96551724137931
2023-07-28,0.175709265449557,5.80736543909349
2023-07-31,-0.0534713607391881,0.928381962864725
2023-08-01,0.102239585014898,-2.61219022103148
2023-08-02,-3.4081735070149,-2.26950354609929
2023-08-03,1.6324200913242,0.730994152046781
2023-08-04,-0.678003779037459,-4.74820143884892
2023-08-07,0.677218416794132,-4.32835820895522
2023-08-08,-0.421376496555411,12.0810600155885
2023-08-09,-3.8848985860776,1.43266475644699
2023-08-10,0.540796963946863,-5.63674321503131
2023-08-11,-2.14605638188306,0.758725341426401
2023-08-14,8.06945610828434,3.51681957186544
2023-08-15,-1.39138240574507,-4.32835820895522
2023-08-16,-2.3225516621743,-0.314465408805039
2023-08-17,-1.42483511485103,-2.35109717868338
2023-08-18,1.55740588718189,1.31147540983607
2023-08-21,5.55805277116016,0.643086816720258
2023-08-22,-5.12516879609432,-2.80224179343474
2023-08-23,2.72533031003358,0.663349917081261
2023-08-24,-6.07973554245659,-3.77668308702791
2023-08-25,-2.1143537820131,2.20713073005093
2023-08-28,0.759433759304683,1.31795716639209
2023-08-29,4.53863626623236,3.26264274061991
2023-08-30,0.448576788190194,1.76
2023-08-31,-0.050627784528149,-2.02808112324493
2023-09-01,-2.5179856115108,1.11287758346582
2023-09-05,0.673952263442755,0.158982511923685
2023-09-06,-2.84882640738218,-2.22929936305733
2023-09-07,1.57276221856124,-0.497512437810949
2023-09-08,-0.805363284140871,-2.50417362270451
2023-09-11,-2.10193291150213,-1.5177065767285
2023-09-12,0.295051186910455,1.37221269296741
2023-09-13,1.98430493273543,-0.339558573853983
2023-09-14,-0.803046789989118,2.03735144312394
2023-09-15,-3.17813899120002,-1.82421227197347
2023-09-18,2.8492561055488,-3.91822827938672
2023-09-19,-0.714073871284191,-2.65486725663717
2023-09-20,-3.12155963302753,-2.15439856373429
2023-09-21,-1.36113315537599,-3.36448598130841
2023-09-22,0.0914076782449715,-2.66666666666666
2023-09-25,1.51715515375923,-0.194552529182875
2023-09-26,-0.214280612366367,2.50965250965251
2023-09-27,0.326009922041105,-0.546448087431698
2023-09-28,1.48139425341497,1.28205128205129
2023-09-29,-0.7483971068063,-0.178571428571425
2023-10-02,1.70792641380876,-0.538599640933577
2023-10-03,-2.88118193179789,-1.6453382084095
2023-10-04,0.683553564080291,1.83150183150182
2023-10-05,1.4483541430193,-5.83941605839416
2023-10-06,3.55033602606748,0.391389432485315
2023-10-09,0.961152490968289,0.600000000000005
2023-10-10,1.077024939307,8.58283433133734
2023-10-11,1.32046064594338,-0.743494423791822
2023-10-12,0.35915086474122,-3.97727272727273
